name,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990
TotalRevenue,"4,131,600,000","3,156,000,000","2,663,400,000","2,642,100,000","2,836,100,000","3,016,500,000","2,841,300,000","2,816,500,000","2,826,100,000","2,835,700,000","3,139,900,000","3,141,500,000","2,981,800,000","2,871,800,000","2,697,100,000","2,369,300,000","2,037,900,000","1,910,100,000","1,760,600,000","1,747,700,000","1,764,300,000","1,648,300,000","1,113,000,000","900,800,000","751,900,000","732,800,000","606,300,000","466,000,000","412,800,000","388,100,000","350,400,000"
"	OperatingRevenue","4,131,600,000","3,156,000,000","2,663,400,000","2,642,100,000","2,836,100,000","3,016,500,000","2,841,300,000","2,816,500,000","2,826,100,000","2,835,700,000","3,139,900,000","3,141,500,000","2,981,800,000","2,871,800,000","2,697,100,000","2,369,300,000","2,037,900,000","1,910,100,000","1,760,600,000","1,747,700,000","1,764,300,000","1,648,300,000","1,113,000,000","900,800,000","751,900,000","732,800,000","606,300,000","466,000,000","412,800,000","388,100,000","350,400,000"
CostOfRevenue,"2,784,600,000","2,136,400,000","1,798,800,000","1,669,500,000","1,840,700,000","1,951,600,000","1,809,900,000","1,834,100,000","1,864,800,000","1,832,700,000","1,992,600,000","2,052,500,000","2,042,200,000","1,867,300,000","1,741,200,000","1,509,200,000","1,267,600,000","1,210,200,000","1,124,000,000","1,089,000,000","1,011,300,000","954,300,000","690,100,000","553,400,000","393,600,000","368,700,000","297,700,000","226,100,000","197,400,000","197,700,000","176,900,000"
GrossProfit,"1,347,000,000","1,019,600,000","864,600,000","972,600,000","995,400,000","1,064,900,000","1,031,400,000","982,400,000","961,300,000","1,003,000,000","1,147,300,000","1,089,000,000","939,600,000","1,004,500,000","955,900,000","860,100,000","770,300,000","699,900,000","636,600,000","658,700,000","753,000,000","694,000,000","422,900,000","347,400,000","358,300,000","364,100,000","308,600,000","239,900,000","215,400,000","190,400,000","173,500,000"
OperatingExpense,"761,700,000","602,600,000","532,500,000","543,500,000","586,500,000","698,400,000","670,500,000","661,100,000","711,300,000","699,900,000","744,200,000","813,800,000","841,600,000","724,600,000","694,100,000","659,800,000","507,200,000","441,200,000","387,600,000","459,300,000","578,100,000","530,400,000","309,400,000","244,800,000","310,300,000","297,300,000","249,400,000","195,500,000","172,800,000","152,900,000","142,800,000"
"	SellingGeneralAndAdministration","686,600,000","528,800,000","468,700,000","489,100,000","535,100,000","698,400,000","621,900,000","661,100,000","705,700,000","699,900,000","752,400,000","816,000,000","717,600,000","700,900,000","636,900,000","633,800,000","564,600,000","470,100,000","411,800,000","468,200,000","511,800,000","470,200,000","271,600,000","214,400,000","281,000,000","271,600,000","227,400,000","177,400,000","157,000,000","142,200,000","132,500,000"
"		GeneralAndAdministrativeExpense","539,200,000","408,500,000","364,500,000","366,100,000","402,900,000",,"478,300,000",,,,,,,,,,"459,600,000","372,400,000","329,600,000","317,200,000",,,,,,,,,,,
"			SalariesAndWages","57,900,000","38,400,000","40,400,000","25,200,000","15,600,000",,"11,100,000",,,,,,,,,,,,,,,,,,,,,,,,
"			OtherGandA","481,300,000","370,100,000","324,100,000","340,900,000","387,300,000",,"467,200,000",,,,,,,,,,"459,600,000","372,400,000","329,600,000","317,200,000",,,,,,,,,,,
"		SellingAndMarketingExpense","147,400,000","120,300,000","104,200,000","123,000,000","132,200,000",,"143,600,000",,,,,,,,,,"105,000,000","97,700,000","82,200,000","151,000,000",,,,,,,,,,,
"	ResearchAndDevelopment","39,700,000","39,600,000","42,500,000","39,900,000","45,500,000",,"48,400,000",,,,,,,,,,,,,,,,,,,,,,,,
"	DepreciationAmortizationDepletionIncomeStatement","31,500,000","32,900,000","28,900,000","21,900,000","16,500,000",,"10,200,000",,,,,,,,,,"11,600,000","8,600,000","5,700,000","27,700,000","66,300,000","60,200,000","37,800,000","30,400,000","29,300,000","25,700,000","22,000,000","18,100,000","15,800,000","10,700,000","10,300,000"
"		DepreciationAndAmortizationInIncomeStatement","31,500,000","32,900,000","28,900,000","21,900,000","16,500,000",,"10,200,000",,,,,,,,,,"11,600,000","8,600,000","5,700,000","27,700,000","66,300,000","60,200,000","37,800,000","30,400,000","29,300,000","25,700,000","22,000,000","18,100,000","15,800,000","10,700,000","10,300,000"
"			Amortization","31,500,000","32,900,000","28,900,000","21,900,000","16,500,000",,"10,200,000",,,,,,,,,,"11,600,000","8,600,000","5,700,000","27,700,000",,,,,,,,,,,
"				AmortizationOfIntangiblesIncomeStatement","31,500,000","32,900,000","28,900,000","21,900,000","16,500,000",,"10,200,000",,,,,,,,,,"11,600,000","8,600,000","5,700,000","27,700,000",,,,,,,,,,,
"	OtherOperatingExpenses","3,900,000","1,300,000","-7,600,000","-7,400,000","-10,600,000","-6,100,000","-10,000,000","-10,000,000","5,600,000","-1,700,000","-8,200,000","-2,200,000","124,000,000","23,700,000","57,200,000","26,000,000","-69,000,000","-37,500,000","-29,900,000","-36,600,000",,,,,,,,,,,
OperatingIncome,"585,300,000","417,000,000","332,100,000","429,100,000","408,900,000","366,500,000","360,900,000","321,300,000","250,000,000","303,100,000","403,100,000","275,200,000","98,000,000","279,900,000","261,800,000","200,300,000","263,100,000","258,700,000","249,000,000","199,400,000","174,900,000","163,600,000","113,500,000","102,600,000","48,000,000","66,800,000","59,200,000","44,400,000","42,600,000","37,500,000","30,700,000"
NetNonOperatingInterestIncomeExpense,"-94,700,000","-101,800,000","-86,400,000","-66,100,000","-70,500,000","-50,500,000","-58,000,000","-59,200,000","-61,800,000","-52,200,000","-46,800,000","-56,400,000",,,,,,,,,,,,,,,,,,,
"	InterestIncomeNonOperating",,,0,"10,000,000","3,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,
"	InterestExpenseNonOperating","79,600,000","101,800,000","86,400,000","76,100,000","65,600,000","50,500,000","47,300,000","59,200,000","61,800,000","51,000,000","46,800,000","56,400,000",,,,,,,,,,,,,,,,,,,
"	TotalOtherFinanceCost","15,100,000",,,,"8,800,000",,"10,700,000",,,"1,200,000",,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"20,000,000","266,400,000","-130,000,000","-48,100,000","54,300,000","-71,900,000","-46,300,000","-8,100,000","-6,400,000","-56,100,000","-18,500,000","-8,100,000","-124,000,000","-44,800,000","-66,500,000","-25,400,000","13,200,000","11,300,000","20,100,000","-46,400,000","35,300,000","32,500,000","-19,400,000","-6,300,000","-20,200,000",,,,,"-2,200,000","-3,000,000"
"	GainOnSaleOfSecurity",,,"-900,000","-800,000","-700,000",,"-1,000,000",,"700,000",,,,,,,,,,,,,,,,,,,,,,
"	EarningsFromEquityInterest",0,"3,300,000","4,900,000","-29,000,000","7,800,000",,"5,700,000",,,,,,,,,,,,,,,,,,,,,,,,
"	SpecialIncomeCharges","3,100,000","-7,400,000","-132,300,000","-4,900,000","47,200,000","-78,000,000","-51,000,000","-18,100,000","-7,100,000","-56,100,000","-18,500,000","-8,100,000","-124,000,000","-44,800,000","-66,500,000","-25,400,000","13,200,000","11,300,000","20,100,000","-46,400,000","35,300,000","32,500,000","-19,400,000","-6,300,000","-20,200,000",,,,,"-2,200,000","-3,000,000"
"		RestructuringAndMergernAcquisition","-3,100,000",,,,,,"17,300,000",,,"57,800,000","18,500,000","8,100,000",,"2,700,000","9,300,000","-300,000","9,700,000","17,100,000","8,100,000","75,700,000",,,,,,,,,,,
"		ImpairmentOfCapitalAssets",0,"7,400,000","132,300,000","4,900,000","-47,200,000","78,000,000","33,700,000","18,100,000","7,100,000","57,800,000",,,,,,,,,,,,,,,,,,,,,
"		WriteOff",,"7,400,000","132,300,000","4,900,000","-47,200,000","78,000,000","51,000,000","18,100,000","7,100,000",,,,,,,,,,,,,,,,,,,,,,
"		OtherSpecialCharges",,,,,,,,,,"-1,700,000",,"16,800,000",,"42,100,000","57,200,000","25,700,000","-22,900,000","-28,400,000","-28,200,000","-29,300,000",,,,,,,,,,,
"	OtherNonOperatingIncomeExpenses","16,900,000","270,500,000","-1,700,000","-13,400,000","13,800,000","6,100,000","14,700,000","10,000,000","2,900,000",,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"510,600,000","581,600,000","115,700,000","314,900,000","392,700,000","244,100,000","256,600,000","254,000,000","181,800,000","194,800,000","337,800,000","210,700,000","15,800,000","188,100,000","212,900,000","158,100,000","158,500,000","16,300,000","162,900,000","28,700,000","116,300,000","117,000,000","61,900,000","69,600,000","1,300,000","40,700,000","41,800,000","35,300,000","26,200,000","4,400,000","-6,800,000"
TaxProvision,"123,700,000","144,900,000","-11,900,000","116,600,000","139,400,000","85,400,000","91,200,000","92,800,000","68,600,000","72,900,000","125,400,000","57,400,000","26,700,000","74,700,000","80,200,000","57,700,000","58,000,000","59,500,000","61,900,000","13,200,000","43,200,000","47,900,000","24,900,000","30,100,000","3,800,000","15,600,000","17,900,000","14,300,000","11,100,000","2,700,000","100,000"
NetIncomeCommonStockholders,"387,400,000","460,700,000","63,700,000","218,300,000","315,300,000","159,800,000","166,500,000","161,100,000","106,500,000","167,900,000","204,100,000","153,300,000","-10,900,000","113,400,000","132,700,000","100,600,000","100,900,000","103,800,000","82,500,000","15,500,000","66,700,000","53,500,000","26,500,000","29,700,000","-12,300,000","24,000,000","22,900,000","7,800,000","15,600,000","1,700,000","-6,900,000"
"	NetIncome","387,400,000","460,700,000","63,700,000","218,300,000","315,300,000","159,800,000","166,500,000","161,100,000","106,500,000","167,900,000","204,100,000","153,300,000","-10,900,000","113,400,000","132,700,000","100,600,000","100,900,000","103,800,000","82,500,000","15,500,000","73,100,000","63,200,000","36,300,000","39,500,000","-2,500,000","25,100,000","22,900,000","7,800,000","15,600,000","1,700,000","-6,900,000"
"		NetIncomeIncludingNoncontrollingInterests","388,600,000","460,200,000","63,700,000","218,800,000","314,800,000","158,700,000","166,200,000","161,100,000","106,500,000","167,900,000","204,100,000","153,300,000","-10,900,000","113,400,000","132,700,000","100,600,000","100,900,000","103,800,000","82,500,000","15,500,000","73,100,000","63,200,000","36,300,000","39,500,000","-2,500,000","25,100,000","22,900,000","7,800,000","15,600,000","1,700,000","-6,900,000"
"			NetIncomeContinuousOperations","386,900,000","436,700,000","127,600,000","198,300,000","253,300,000","158,700,000","165,400,000","161,200,000","113,200,000","121,900,000","212,400,000","153,300,000","-10,900,000","113,400,000","132,700,000","100,400,000","100,500,000","103,800,000","101,000,000","15,500,000","73,100,000","69,100,000","37,000,000","39,500,000","-2,500,000","25,100,000","23,900,000","21,000,000","15,100,000","1,700,000","-6,900,000"
"			NetIncomeDiscontinuousOperations","1,700,000","23,500,000","-63,900,000","20,500,000","61,500,000",0,"800,000","-100,000","-6,700,000","46,000,000","-8,300,000","-1,300,000",,,,"200,000","400,000",,,,,,,,,,,,,,
"			NetIncomeExtraordinary",,,,,,,,,,,,,,,,,,,"-18,500,000",,,,,,,,,"-13,200,000",,,
"			NetIncomeFromTaxLossCarryforward",,,,,,,,,,,,,,,,,,,,,,"-5,900,000","-700,000",,,,"-1,000,000",,"500,000",,
"		MinorityInterests","-1,200,000","500,000",0,"-500,000","500,000","1,100,000","300,000",,,,,,,,,,,,,,,,,,,,,,,,
"	PreferredStockDividends",,,,,,,,,,,,,,,,,,,,,"6,400,000","9,700,000","9,800,000","9,800,000","9,800,000","1,100,000",,,,,
DilutedNIAvailtoComStockholders,"387,400,000","460,700,000","63,700,000","218,300,000","315,300,000","159,800,000","166,500,000","161,100,000","106,500,000","167,900,000","204,100,000","153,300,000","-10,900,000","113,400,000","132,700,000","100,600,000","100,900,000","103,800,000","82,500,000","15,500,000","66,700,000","53,500,000","26,500,000","29,700,000","-12,300,000","24,000,000","22,900,000","7,800,000","15,600,000","1,700,000","-6,900,000"
BasicEPS,6.96,8.3,1.13,3.68,5.16,2.62,2.7,2.61,1.75,2.6,3.08,2.36,-0.17,1.74,1.97,1.51,1.56,1.68,1.405,0.275,1.195,1.465,0.71,0.675,-0.325,0.555,0.61,0.2,0.435,0.075,-0.19
DilutedEPS,6.81,8.18,1.12,3.63,5.09,2.57,2.65,2.57,1.71,2.54,3.02,2.32,-0.17,1.69,1.91,1.47,1.515,1.615,1.305,0.255,1.125,1.04,0.6,0.675,-0.325,0.555,0.61,0.2,0.435,0.075,-0.19
BasicAverageShares,"55,700,000","55,500,000","56,200,000","59,400,000","61,100,000","61,100,000","61,600,000","61,700,000","61,000,000","64,700,000","66,300,000","64,957,627","64,500,000","65,172,414","67,360,406","66,622,517","64,600,000","61,800,000","58,600,000","56,800,000","55,800,000","36,600,000","37,400,000","58,600,000","37,572,000","45,234,000","37,570,000","39,000,000","35,862,069","50,000,000","36,315,789"
DilutedAverageShares,"56,900,000","56,300,000","57,100,000","60,200,000","62,000,000","62,200,000","62,700,000","62,600,000","62,100,000","66,200,000","67,600,000","66,077,586","64,500,000","67,100,592","69,476,440","68,435,374","66,600,000","64,200,000","63,400,000","60,800,000","59,200,000","61,000,000","60,600,000","58,600,000","38,000,000","45,234,000","37,657,658","39,000,000","35,862,069","50,000,000","36,315,789"
TotalOperatingIncomeAsReported,"585,200,000","409,600,000","198,900,000","433,400,000","459,300,000","294,600,000","314,600,000","313,200,000","243,600,000","247,000,000","384,600,000","267,100,000","98,000,000","277,200,000","252,500,000","200,900,000","252,800,000","232,500,000","239,200,000","116,400,000","174,900,000","163,600,000","113,500,000","102,600,000","48,000,000","66,800,000","59,200,000","44,400,000","42,600,000","37,500,000","30,700,000"
TotalExpenses,"3,546,300,000","2,739,000,000","2,331,300,000","2,213,000,000","2,427,200,000","2,650,000,000","2,480,400,000","2,495,200,000","2,576,100,000","2,532,600,000","2,736,800,000","2,866,300,000","2,883,800,000","2,591,900,000","2,435,300,000","2,169,000,000","1,774,800,000","1,651,400,000","1,511,600,000","1,548,300,000","1,589,400,000","1,484,700,000","999,500,000","798,200,000","703,900,000","666,000,000","547,100,000","421,600,000","370,200,000","350,600,000","319,700,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"387,400,000","460,700,000","63,700,000","218,300,000","315,300,000","159,800,000","166,500,000","161,100,000","106,500,000","167,900,000","204,100,000","153,300,000","-10,900,000","113,400,000","132,700,000","100,600,000","100,900,000","103,800,000","101,000,000","15,500,000","73,100,000","69,100,000","37,000,000","39,500,000","-2,500,000","25,100,000","23,900,000","21,000,000","15,100,000","1,700,000","-6,900,000"
NormalizedIncome,"383,350,200","442,757,400","224,836,000","201,391,000","223,807,500","210,500,000","199,188,000","172,693,500","117,187,200","157,005,698.15","224,032,326.82","159,193,355.48","69,700,000","140,408,612.44","174,149,271.96","116,530,044.28","92,130,283.91","97,020,000","88,537,753.22","43,340,000","50,912,295.79","49,600,000","48,640,000","43,280,000","9,620,000","25,100,000","23,900,000","21,000,000","15,100,000","3,020,000","-5,100,000"
InterestIncome,,,0,"10,000,000","3,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"79,600,000","101,800,000","86,400,000","76,100,000","65,600,000","50,500,000","47,300,000","59,200,000","61,800,000","51,000,000","46,800,000","56,400,000",,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-94,700,000","-101,800,000","-86,400,000","-66,100,000","-70,500,000","-50,500,000","-58,000,000","-59,200,000","-61,800,000","-52,200,000","-46,800,000","-56,400,000",,,,,,,,,,,,,,,,,,,
EBIT,"590,200,000","683,400,000","202,100,000","391,000,000","458,300,000","294,600,000","303,900,000","313,200,000","243,600,000","245,800,000","384,600,000","267,100,000","98,000,000","279,900,000","261,800,000","200,300,000","263,100,000","258,700,000","249,000,000","199,400,000","174,900,000","163,600,000","113,500,000","102,600,000","48,000,000","66,800,000","59,200,000","44,400,000","42,600,000","37,500,000","30,700,000"
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReconciledCostOfRevenue,"2,721,400,000","2,080,000,000","1,744,300,000","1,611,300,000","1,783,700,000","1,951,600,000","1,755,700,000","1,834,100,000","1,864,800,000","1,832,700,000","1,992,600,000","2,052,500,000","2,042,200,000","1,867,300,000","1,741,200,000","1,509,200,000","1,221,500,000","1,166,600,000","1,086,200,000","1,053,100,000","1,011,300,000","954,300,000","690,100,000","553,400,000","393,600,000","368,700,000","297,700,000","226,100,000","197,400,000","197,700,000","176,900,000"
ReconciledDepreciation,"94,700,000","89,300,000","83,400,000","80,100,000","73,500,000","69,000,000","64,400,000","66,100,000","62,400,000","61,700,000","59,400,000","60,400,000","70,300,000","67,500,000","67,000,000","67,200,000","57,700,000","52,200,000","43,500,000","63,600,000","66,300,000","60,200,000","37,800,000","30,400,000","29,300,000","25,700,000","22,000,000","18,100,000","15,800,000","10,700,000","10,300,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"385,700,000","437,200,000","127,600,000","197,800,000","253,800,000","159,800,000","165,700,000","161,200,000","113,200,000","121,900,000","212,400,000","153,300,000","-10,900,000","113,400,000","132,700,000","100,400,000","100,500,000","103,800,000","101,000,000","15,500,000","73,100,000","69,100,000","37,000,000","39,500,000","-2,500,000","25,100,000","23,900,000","21,000,000","15,100,000","1,700,000","-6,900,000"
TotalUnusualItemsExcludingGoodwill,"3,100,000","-7,400,000","-133,200,000","-5,700,000","46,500,000","-78,000,000","-52,000,000","-18,100,000","-6,400,000","-56,100,000","-18,500,000","-8,100,000","-124,000,000","-44,800,000","-66,500,000","-25,400,000","13,200,000","11,300,000","20,100,000","-46,400,000","35,300,000","32,500,000","-19,400,000","-6,300,000","-20,200,000",,,,,"-2,200,000","-3,000,000"
TotalUnusualItems,"3,100,000","-7,400,000","-133,200,000","-5,700,000","46,500,000","-78,000,000","-52,000,000","-18,100,000","-6,400,000","-56,100,000","-18,500,000","-8,100,000","-124,000,000","-44,800,000","-66,500,000","-25,400,000","13,200,000","11,300,000","20,100,000","-46,400,000","35,300,000","32,500,000","-19,400,000","-6,300,000","-20,200,000",,,,,"-2,200,000","-3,000,000"
NormalizedEBITDA,"681,800,000","780,100,000","418,700,000","476,800,000","485,300,000","441,600,000","420,300,000","397,400,000","312,400,000","363,600,000","462,500,000","335,600,000","292,300,000","392,200,000","395,300,000","292,900,000","307,600,000","299,600,000","272,400,000","309,400,000","205,900,000","191,300,000","170,700,000","139,300,000","97,500,000","92,500,000","81,200,000","62,500,000","58,400,000","50,400,000","44,000,000"
TaxRateForCalcs,0.242,0.249,0.27,0.37,0.355,0.35,0.356,0.365,0.377,0.374,0.371,0.272,0.35,0.397,0.377,0.365,0.366,0.4,0.38,0.4,0.371,0.4,0.4,0.4,0.4,0.383,0.4,0.4,0.4,0.4,0.4
TaxEffectOfUnusualItems,"750,200","-1,842,600","-35,964,000","-2,109,000","16,507,500","-27,300,000","-18,512,000","-6,606,500","-2,412,800","-20,994,301.85","-6,867,673.18","-2,206,644.52","-43,400,000","-17,791,387.56","-25,050,728.04","-9,269,955.72","4,830,283.91","4,520,000","7,637,753.22","-18,560,000","13,112,295.79","13,000,000","-7,760,000","-2,520,000","-8,080,000",0,0,0,0,"-880,000","-1,200,000"
ROA,0.114598432,0.152111467,0.020854477,0.079468511,0.112254343,0.063232035,0.080891998,0.083161264,0.051340147,0.081814638,0.094316081,0.069050944,-0.005054955,0.049797998,0.059839466,0.049829115,0.04927239,0.051185956,0.043389082,0.008410201,0.041501079,0.035714286,0.035065688,0.050152362,-0.003416701,0.031087441,0.043321983,0.024253731,0.058078928,0.006520905,-0.025517751
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalAssets,"3,380,500,000","3,028,700,000","3,054,500,000","2,747,000,000","2,808,800,000","2,527,200,000","2,058,300,000","1,937,200,000","2,074,400,000","2,052,200,000","2,164,000,000","2,220,100,000","2,156,300,000","2,277,200,000","2,217,600,000","2,018,900,000","2,047,800,000","2,027,900,000","1,901,400,000","1,843,000,000","1,761,400,000","1,769,600,000","1,035,200,000","787,600,000","731,700,000","807,400,000","528,600,000","321,600,000","268,600,000","260,700,000","270,400,000"
"	CurrentAssets","1,216,600,000","1,041,700,000","885,700,000","881,700,000","991,700,000","948,600,000","935,000,000","881,000,000","1,000,000,000","992,500,000","1,037,600,000","1,090,900,000","1,044,900,000","999,300,000","942,000,000","787,800,000","830,300,000","810,200,000","730,100,000","694,200,000","643,900,000","641,700,000","367,200,000","285,800,000","292,000,000","349,200,000","250,300,000","143,700,000","115,700,000","109,700,000","110,400,000"
"		CashCashEquivalentsAndShortTermInvestments","16,600,000","18,800,000","33,900,000","120,500,000","50,100,000","71,400,000","89,300,000","129,800,000","131,900,000","130,900,000","89,100,000","71,600,000","84,700,000","67,900,000","48,100,000","80,200,000","172,800,000","155,900,000","99,700,000","18,700,000","33,000,000","30,300,000","10,600,000","13,000,000","10,600,000","7,000,000","10,700,000","2,300,000","900,000","2,900,000","1,100,000"
"			CashAndCashEquivalents","16,600,000","18,800,000","33,900,000","120,500,000","50,100,000","71,400,000","89,300,000","129,800,000","131,900,000","130,900,000","89,100,000","71,600,000","84,700,000","67,900,000","48,100,000","80,200,000","115,600,000","155,900,000","99,700,000","18,700,000","33,000,000","30,300,000","10,600,000","13,000,000","10,600,000","7,000,000","10,700,000","2,300,000","900,000","2,900,000","1,100,000"
"			OtherShortTermInvestments",,,,,,,,,,,,,,,,,"57,200,000",,,,,,,,,,,,,,
"		Receivables","474,800,000","339,100,000","226,000,000","197,700,000","214,100,000","202,500,000","236,700,000","219,500,000","344,300,000","323,500,000","408,400,000","401,300,000","406,400,000","397,800,000","380,400,000","323,300,000","292,400,000","284,700,000","249,900,000","220,800,000","216,000,000","201,400,000","146,600,000","104,300,000","110,400,000","176,500,000","115,800,000","60,800,000","51,600,000","47,100,000","46,600,000"
"			AccountsReceivable","474,800,000","223,900,000","226,000,000","197,700,000","196,400,000","191,300,000","224,000,000","206,600,000","330,900,000","323,500,000","408,400,000","401,300,000","406,400,000","397,800,000","380,400,000","323,300,000","292,400,000","284,700,000","249,900,000","220,800,000","216,000,000",,,,,,,,,,
"				GrossAccountsReceivable","482,300,000","228,100,000","229,600,000","200,800,000","203,600,000","200,000,000","231,500,000","216,100,000","341,400,000",,,,,,,,,,,,,,,,,,,,,,
"				AllowanceForDoubtfulAccountsReceivable","-7,500,000","-4,200,000","-3,600,000","-3,100,000","-7,200,000","-8,700,000","-7,500,000","-9,500,000","-10,500,000",,,,,,,,,,,,,,,,,,,,,,
"			OtherReceivables",,"115,200,000",,,"17,700,000","11,200,000","12,700,000","12,900,000","13,400,000",,,,,,,,,,,,,,,,,,,,,,
"		Inventory","621,900,000","540,300,000","481,400,000","407,500,000","448,200,000","407,600,000","385,100,000","324,900,000","414,900,000","387,000,000","403,600,000","458,900,000","415,900,000","405,900,000","409,200,000","324,900,000","290,100,000","276,100,000","269,100,000","368,400,000","307,500,000","313,200,000","177,700,000","146,100,000","148,800,000","144,000,000","106,600,000","76,700,000","59,700,000","56,400,000","58,100,000"
"			RawMaterials","164,800,000","131,800,000","129,200,000","139,300,000","142,600,000","129,100,000","121,400,000","99,600,000","142,000,000","222,000,000","158,000,000","178,300,000","108,700,000","87,700,000","105,800,000","77,500,000","72,800,000","72,400,000","72,500,000","72,600,000",,,,,,,,,,,
"			WorkInProcess","66,800,000","63,600,000","60,100,000","57,600,000","56,900,000","48,300,000","46,200,000","42,700,000","48,300,000","34,300,000","29,800,000","41,500,000","29,900,000","28,300,000","36,000,000","31,400,000",,,,,,,,,,,,,,,
"			FinishedGoods","390,300,000","344,900,000","292,100,000","210,600,000","248,700,000","230,200,000","217,500,000","182,600,000","224,600,000","130,700,000","215,800,000","239,100,000","277,300,000","289,900,000","267,400,000","216,000,000","217,300,000","203,700,000","196,600,000","295,800,000",,,,,,,,,,,
"		PrepaidAssets","81,000,000","59,000,000","59,900,000","67,100,000","42,500,000","36,000,000","38,000,000","33,000,000","32,400,000","151,100,000","136,500,000","159,100,000","137,900,000","127,700,000","104,300,000","59,400,000","50,100,000","36,600,000","36,800,000","34,100,000",,,,,,,,,,,
"		RestrictedCash","22,300,000","84,500,000","84,500,000","88,900,000","174,700,000","152,900,000","113,700,000","106,700,000",,,,,,,,,,,,,,,,,,,,,,,
"		CurrentDeferredAssets",,,,,"62,100,000","78,200,000","72,200,000","67,100,000","76,500,000",,,,,,,,"24,900,000","56,900,000","74,600,000","52,200,000",,,,,,,,,,,
