name,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990
"			CurrentDeferredTaxesAssets",,,,,"62,100,000","78,200,000","72,200,000","67,100,000","76,500,000",,,,,,,,"24,900,000","56,900,000","74,600,000","52,200,000",,,,,,,,,,,
"		AssetsHeldForSaleCurrent",,,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,
"		OtherCurrentAssets",,,,,,,,,,,,,,,,,,,,,"87,400,000","96,800,000","32,300,000","22,400,000","22,200,000","21,700,000","17,200,000","3,900,000","3,500,000","3,300,000","4,600,000"
"	TotalNonCurrentAssets","2,163,900,000","1,987,000,000","2,168,800,000","1,865,300,000","1,817,100,000","1,578,600,000","1,123,300,000","1,056,200,000","1,074,400,000","1,059,700,000","1,126,400,000","1,129,200,000","1,111,400,000","1,277,900,000","1,275,600,000","1,231,100,000","1,217,500,000","1,217,700,000","1,171,300,000","1,148,800,000","1,117,500,000","1,127,900,000","668,000,000","501,800,000","439,700,000","458,200,000","278,300,000","177,900,000","152,900,000","151,000,000","160,000,000"
"		NetPPE","716,000,000","546,000,000","530,800,000","467,700,000","470,800,000","453,700,000","437,000,000","422,300,000","427,400,000","394,700,000","394,800,000","369,700,000","344,100,000","365,900,000","367,600,000","337,000,000","328,000,000","338,200,000","329,200,000","310,700,000","290,500,000","259,400,000","197,000,000","146,100,000","139,500,000","148,800,000","140,100,000","98,800,000","89,100,000","79,900,000","83,400,000"
"			GrossPPE","1,398,100,000","1,174,000,000","1,141,300,000","1,058,800,000","1,104,100,000","1,066,600,000","1,034,200,000","995,700,000","970,000,000","905,200,000","890,700,000","862,000,000","804,700,000","784,700,000","737,600,000","659,400,000","629,400,000","608,700,000","575,200,000","515,300,000","472,800,000","422,000,000","331,200,000","248,500,000","234,300,000","231,300,000","208,000,000","154,000,000","134,400,000","116,300,000","110,400,000"
"				Properties",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
"				LandAndImprovements","139,000,000","129,400,000","122,800,000","109,400,000","113,000,000","96,500,000","87,100,000","79,600,000","74,400,000","70,100,000","66,600,000","61,500,000","61,000,000","58,900,000","49,800,000","39,600,000","42,500,000","37,400,000","38,000,000","38,900,000",,,,,,,,,,,
"				BuildingsAndImprovements","260,000,000","255,900,000","249,100,000","209,700,000","249,100,000","221,700,000","218,800,000","216,300,000","205,200,000","199,900,000","190,800,000","173,300,000","165,100,000","162,800,000","144,600,000","131,100,000","128,300,000","127,700,000","120,900,000","119,500,000",,,,,,,,,,,
"				MachineryFurnitureEquipment","748,300,000","723,800,000","727,000,000","698,300,000","713,500,000","719,700,000","707,200,000","680,200,000","651,100,000","605,200,000","479,100,000","485,900,000","468,200,000","456,600,000","441,000,000","389,100,000","440,900,000","355,800,000","323,000,000","235,300,000",,,,,,,,,,,
"				OtherProperties","195,800,000","26,600,000",,,,,,,,,"117,800,000","107,300,000","92,000,000","88,600,000","79,700,000","76,600,000",,"70,100,000","47,600,000","42,000,000",,,,,,,,,,,
"				ConstructionInProgress","55,000,000","38,300,000","42,400,000","41,400,000","28,500,000","28,700,000","21,100,000","19,600,000","39,300,000","30,000,000","36,400,000","34,000,000","18,400,000","17,800,000","22,500,000","23,000,000","17,700,000","17,700,000","45,700,000","79,600,000",,,,,,,,,,,
"			AccumulatedDepreciation","-682,100,000","-628,000,000","-610,500,000","-591,100,000","-633,300,000","-612,900,000","-597,200,000","-573,400,000","-542,600,000","-510,500,000","-495,900,000","-492,300,000","-460,600,000","-418,800,000","-370,000,000","-322,400,000","-301,400,000","-270,500,000","-246,000,000","-204,600,000","-182,300,000","-162,600,000","-134,200,000","-102,400,000","-94,800,000","-82,500,000","-67,900,000","-55,200,000","-45,300,000","-36,400,000","-27,000,000"
"		GoodwillAndOtherIntangibleAssets","1,223,300,000","1,246,200,000","1,400,300,000","1,190,500,000","1,124,100,000","1,095,900,000","653,600,000","599,500,000","616,500,000","628,700,000","703,000,000","739,400,000","744,900,000","881,700,000","882,800,000","872,400,000","848,900,000","835,500,000","791,700,000","771,100,000","743,100,000","794,100,000","435,100,000","352,200,000","286,700,000","293,700,000","133,500,000","61,300,000","56,300,000","60,400,000","65,500,000"
"			Goodwill","544,100,000","538,700,000","543,000,000","441,600,000","373,200,000","432,400,000","350,900,000","315,100,000","309,400,000","309,100,000","372,800,000","375,200,000","377,700,000","462,900,000","458,100,000",,,,,,,,,,,,,,,,
"			OtherIntangibleAssets","679,200,000","707,500,000","857,300,000","748,900,000","750,900,000","663,500,000","302,700,000","284,400,000","307,100,000","319,600,000","330,200,000","364,200,000","367,200,000","418,800,000","424,700,000","872,400,000","848,900,000","835,500,000","791,700,000","771,100,000","743,100,000","794,100,000","435,100,000","352,200,000","286,700,000","293,700,000","133,500,000","61,300,000","56,300,000","60,400,000","65,500,000"
"		InvestmentsAndAdvances",,0,"36,100,000","31,100,000","101,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
"			LongTermEquityInvestment",,0,"36,100,000","31,100,000","101,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
"				InvestmentsinAssociatesatCost",,0,"36,100,000","31,100,000","101,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
"		FinancialAssets","23,300,000","11,300,000","13,000,000","11,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
"		NonCurrentAccountsReceivable","17,900,000","16,700,000","17,700,000","18,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
"		NonCurrentNoteReceivables","100,000,000","95,100,000","112,600,000","110,400,000","90,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
"		NonCurrentDeferredAssets","5,600,000","7,700,000","9,600,000","8,200,000","16,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,
"		DefinedPensionBenefit","64,300,000","50,800,000","44,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		OtherNonCurrentAssets","13,500,000","13,200,000","4,700,000","27,500,000","14,500,000","29,000,000","32,700,000","34,400,000","30,500,000","36,300,000","28,600,000","20,100,000","22,400,000","30,300,000","25,200,000","21,700,000","40,600,000","44,000,000","50,400,000","67,000,000","83,900,000","74,400,000","35,900,000","3,500,000","13,500,000","15,700,000","4,700,000","17,800,000","7,500,000","10,700,000","11,100,000"
TotalLiabilitiesNetMinorityInterest,"2,677,600,000","2,305,500,000","2,694,900,000","2,085,300,000","2,074,500,000","1,894,100,000","1,491,100,000","1,226,700,000","1,472,500,000","1,492,400,000","1,399,500,000","1,635,600,000","1,719,600,000","1,797,900,000","1,135,900,000","992,700,000","1,173,200,000","1,299,700,000","1,307,500,000","1,336,800,000","1,283,500,000","1,326,300,000","631,300,000","398,300,000","367,400,000","423,800,000","360,400,000","178,600,000","92,700,000","260,800,000","274,600,000"
"	CurrentLiabilities","950,400,000","620,500,000","612,700,000","544,500,000","593,100,000","613,100,000","544,700,000","509,800,000","433,600,000","468,600,000","723,900,000","756,800,000","678,100,000","586,600,000","496,200,000","486,200,000","433,600,000","445,800,000","451,800,000","445,100,000","409,800,000","366,900,000","231,900,000","139,300,000","110,800,000","119,400,000","109,700,000","64,900,000","60,900,000","88,400,000","92,200,000"
"		PayablesAndAccruedExpenses","748,300,000","420,700,000","394,200,000","287,400,000","304,300,000","330,900,000","336,400,000","307,300,000","343,700,000","282,800,000","402,700,000","469,200,000","528,100,000","500,200,000","490,200,000","475,100,000","411,500,000","390,400,000","353,600,000","373,800,000","153,000,000","133,500,000","77,800,000","54,100,000","46,300,000","63,200,000","42,900,000","28,300,000","29,300,000","30,000,000","28,200,000"
"			Payables","455,600,000","236,600,000","161,800,000","153,100,000","165,900,000","197,900,000","193,300,000","137,700,000","152,300,000","150,000,000","153,100,000","190,000,000","207,600,000","202,500,000","200,400,000","151,700,000","130,300,000","177,800,000","134,000,000","150,900,000","153,000,000","133,500,000","77,800,000","54,100,000","46,300,000","63,200,000","42,900,000","28,300,000","29,300,000","30,000,000","28,200,000"
"				AccountsPayable","391,000,000","214,200,000","150,500,000","153,100,000","165,900,000","197,900,000","193,300,000","137,700,000","152,300,000","150,000,000","153,100,000","190,000,000","207,600,000","202,500,000","200,400,000","151,700,000","130,300,000","177,800,000","134,000,000","150,900,000","153,000,000","133,500,000","77,800,000","54,100,000","46,300,000","63,200,000","42,900,000","28,300,000","29,300,000","30,000,000","28,200,000"
"				TotalTaxPayable","42,800,000","22,400,000","11,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"				DividendsPayable","21,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"			CurrentAccruedExpenses","292,700,000","184,100,000","232,400,000","134,300,000","138,400,000","133,000,000","143,100,000","169,600,000","191,400,000","132,800,000","249,600,000","279,200,000","320,500,000","297,700,000","289,800,000","323,400,000","281,200,000","212,600,000","219,600,000","222,900,000",,,,,,,,,,,
"				InterestPayable","15,400,000","16,700,000","16,700,000","16,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
"		PensionandOtherPostRetirementBenefitPlansCurrent",,,,,,,,,,"37,900,000",,,,,,,,,,,,,,,,,,,,,
"		CurrentDebtAndCapitalLeaseObligation","113,900,000","128,100,000","132,600,000","143,100,000","185,000,000","134,800,000","91,900,000","92,400,000","1,500,000","3,200,000","195,000,000","160,400,000","150,000,000","86,400,000","6,000,000","11,100,000","22,100,000","55,400,000","98,200,000","71,300,000","49,400,000","56,400,000","13,300,000","1,500,000","2,200,000","500,000","27,200,000","5,400,000","2,200,000","30,300,000","36,200,000"
"			CurrentDebt","66,400,000","128,100,000","132,600,000","143,100,000","185,000,000","134,800,000","91,900,000","92,400,000","1,500,000","3,200,000","195,000,000","160,400,000","150,000,000","86,400,000","6,000,000","11,100,000","22,100,000","55,400,000","98,200,000","71,300,000","49,400,000","56,400,000","13,300,000","1,500,000","2,200,000","500,000","27,200,000","5,400,000","2,200,000","30,300,000","36,200,000"
"				OtherCurrentBorrowings","66,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"			CurrentCapitalLeaseObligation","47,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		OtherCurrentLiabilities","88,200,000","71,700,000","85,900,000","114,000,000","103,800,000","147,400,000","116,400,000","110,100,000","88,400,000","144,700,000","126,200,000","127,200,000",,,,,,,,,"207,400,000","177,000,000","140,800,000","83,700,000","62,300,000","55,700,000","39,600,000","31,200,000","29,400,000","28,100,000","27,800,000"
"	TotalNonCurrentLiabilitiesNetMinorityInterest","1,727,200,000","1,685,000,000","2,082,200,000","1,540,800,000","1,481,400,000","1,281,000,000","946,400,000","716,900,000","1,038,900,000","1,023,800,000","675,600,000","878,800,000","1,041,500,000","1,211,300,000","639,700,000","506,500,000","739,600,000","853,900,000","855,700,000","891,700,000","873,700,000","959,400,000","399,400,000","259,000,000","256,600,000","304,400,000","250,700,000","113,700,000","31,800,000","172,400,000","182,400,000"
"		LongTermDebtAndCapitalLeaseObligation","1,568,400,000","1,523,500,000","1,883,800,000","1,258,000,000","1,131,100,000","1,028,500,000","692,400,000","478,100,000","781,100,000","791,800,000","436,700,000","649,700,000","849,500,000","1,031,400,000","475,200,000","382,400,000","608,500,000","702,200,000","731,200,000","816,500,000","813,400,000","893,600,000","359,200,000","219,800,000","223,100,000","272,000,000","220,100,000","87,100,000","31,700,000","172,400,000","182,400,000"
"			LongTermDebt","1,455,100,000","1,523,500,000","1,883,800,000","1,258,000,000","1,131,100,000","1,028,500,000","692,400,000","478,100,000","781,100,000","791,800,000","436,700,000","649,700,000","849,500,000","1,031,400,000","475,200,000","382,400,000","608,500,000","702,200,000","731,200,000","816,500,000","813,400,000","893,600,000","359,200,000","219,800,000","223,100,000","272,000,000","220,100,000","87,100,000","31,700,000","172,400,000","182,400,000"
"			LongTermCapitalLeaseObligation","113,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		NonCurrentDeferredLiabilities","25,200,000","36,300,000","80,300,000","170,100,000","219,100,000","125,400,000","120,400,000","96,200,000","71,600,000","65,200,000",,,,"67,900,000","49,200,000",,,,,,,,,,,,,,,,
"			NonCurrentDeferredTaxesLiabilities","25,200,000","36,300,000","69,600,000","157,500,000","219,100,000","125,400,000","120,400,000","96,200,000","71,600,000","65,200,000",,,,"67,900,000","49,200,000",,,,,,,,,,,,,,,,
"			NonCurrentDeferredRevenue",,0,"10,700,000","12,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
"		EmployeeBenefits","96,200,000","86,900,000","75,700,000","78,600,000","94,800,000","92,500,000","93,800,000","96,500,000","118,500,000","112,100,000",,,,,,,,,,,,,,,,,,,,,
"			NonCurrentPensionAndOtherPostretirementBenefitPlans","96,200,000","86,900,000","75,700,000","78,600,000","94,800,000","92,500,000","93,800,000","96,500,000","118,500,000","112,100,000",,,,,,,,,,,,,,,,,,,,,
"		OtherNonCurrentLiabilities","37,400,000","38,300,000","42,400,000","34,100,000","36,400,000","34,600,000","39,800,000","46,100,000","67,700,000","54,700,000","238,900,000","229,100,000","192,000,000","112,000,000","115,300,000","124,100,000","131,100,000","151,700,000","124,500,000","75,200,000","60,300,000","65,800,000","40,200,000","39,200,000","33,500,000","32,400,000","30,600,000","26,600,000","100,000",,
TotalEquityGrossMinorityInterest,"702,900,000","723,200,000","359,600,000","661,700,000","734,300,000","633,100,000","567,200,000","710,500,000","601,900,000","559,800,000","764,500,000","584,500,000","436,700,000","479,300,000","1,081,700,000","1,026,200,000","874,600,000","728,200,000","593,900,000","506,200,000","477,900,000","443,300,000","403,900,000","389,300,000","364,300,000","383,600,000","168,200,000","143,000,000","175,900,000","-100,000","-4,200,000"
"	StockholdersEquity","697,200,000","718,700,000","354,600,000","648,800,000","715,200,000","620,700,000","553,700,000","710,500,000","601,900,000","559,800,000","764,500,000","584,500,000","436,700,000","479,300,000","1,081,700,000","1,026,200,000","874,600,000","728,200,000","593,900,000","506,200,000","477,900,000","443,300,000","403,900,000","389,300,000","364,300,000","383,600,000","168,200,000","143,000,000","175,900,000","-100,000","-4,200,000"
"		CapitalStock","482,500,000","442,200,000","420,300,000","407,600,000","401,700,000","400,400,000","395,300,000","397,500,000","408,600,000",0,"434,000,000","451,500,000","472,400,000",0,0,"300,000","300,000","300,000","300,000","300,000","300,000","174,100,000","177,300,000","177,300,000","177,300,000","177,300,000",,,,,
"			PreferredStock",,,,,,,,,,,,,,,,,,,,,,"173,900,000","177,300,000","177,300,000","177,300,000","177,300,000",,,,,
"			CommonStock","482,500,000","442,200,000","420,300,000","407,600,000","401,700,000","400,400,000","395,300,000","397,500,000","408,600,000",0,"434,000,000","451,500,000","472,400,000",0,0,"300,000","300,000","300,000","300,000","300,000","300,000","200,000",0,0,0,0,,,,,
"		AdditionalPaidInCapital",,,,,,,,,,"427,100,000",,,,"480,300,000","509,100,000","503,200,000","443,000,000","390,100,000","398,600,000","398,300,000","389,300,000","213,900,000",,,,,,,,,
"		RetainedEarnings","1,235,600,000","1,274,700,000","919,900,000","978,200,000","881,800,000","684,200,000","636,900,000","703,400,000","630,200,000","599,200,000","499,600,000","337,500,000","216,700,000","260,500,000","690,700,000","591,500,000","499,500,000","398,600,000","294,800,000","212,300,000","196,800,000","130,100,000","76,600,000","50,100,000","20,400,000","35,400,000","13,900,000","-9,000,000","-16,900,000","-27,700,000","-32,000,000"
"		TreasuryStock","921,800,000","904,300,000","939,600,000","667,800,000","451,400,000","357,100,000","392,300,000","312,600,000","349,600,000","388,500,000","92,000,000","131,700,000","185,300,000","219,500,000","66,500,000",,,,"41,800,000","70,000,000","83,500,000","61,900,000",,,,,,,,,
"		GainsLossesNotAffectingRetainedEarnings","-99,100,000","-93,900,000","-46,000,000","-69,200,000","-116,900,000","-106,800,000","-86,200,000","-77,800,000","-87,300,000","-78,000,000","-77,100,000","-72,800,000","-67,100,000","-42,000,000","-51,600,000","-68,800,000","-68,200,000","-60,800,000","-58,000,000","-34,700,000","-25,000,000","-12,900,000",,,,,,,,,
"			ForeignCurrencyTranslationAdjustments",,,,,,,,,,,,,"-5,900,000","-14,400,000","-19,300,000",,,,,,,,,,,,,,,,
"			OtherEquityAdjustments",,,,,,,,,,,,,"-61,200,000","-27,600,000","-32,300,000",,,,,,,,,,,,,,,,
"		OtherEquityInterest",,,,,,,,,,,,,,,,,,,,,,,"150,000,000","161,900,000","166,600,000","170,900,000","154,300,000","152,000,000","192,800,000","27,600,000","27,800,000"
"	MinorityInterest","5,700,000","4,500,000","5,000,000","12,900,000","19,100,000","12,400,000","13,500,000",,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"2,152,300,000","2,242,200,000","2,238,400,000","1,906,800,000","1,846,300,000","1,649,200,000","1,246,100,000","1,188,600,000","1,383,000,000","1,351,600,000","1,201,200,000","1,234,200,000","1,286,200,000","1,510,700,000","1,556,900,000","1,408,600,000","1,483,100,000","1,430,400,000","1,325,100,000","1,322,700,000","1,291,300,000","1,336,900,000","763,100,000","609,100,000","587,400,000","655,600,000","388,300,000","230,100,000","207,600,000","172,300,000","178,200,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,"173,900,000","177,300,000","177,300,000","177,300,000","177,300,000",,,,,
CommonStockEquity,"697,200,000","718,700,000","354,600,000","648,800,000","715,200,000","620,700,000","553,700,000","710,500,000","601,900,000","559,800,000","764,500,000","584,500,000","436,700,000","479,300,000","1,081,700,000","1,026,200,000","874,600,000","728,200,000","593,900,000","506,200,000","477,900,000","269,400,000","226,600,000","212,000,000","187,000,000","206,300,000","168,200,000","143,000,000","175,900,000","-100,000","-4,200,000"
CapitalLeaseObligations,"160,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"-526,100,000","-527,500,000","-1,045,700,000","-541,700,000","-408,900,000","-475,200,000","-99,900,000","111,000,000","-14,600,000","-68,900,000","61,500,000","-154,900,000","-308,200,000","-402,400,000","198,900,000","153,800,000","25,700,000","-107,300,000","-197,800,000","-264,900,000","-265,200,000","-350,800,000","-31,200,000","37,100,000","77,600,000","89,900,000","34,700,000","81,700,000","119,600,000","-60,500,000","-69,700,000"
WorkingCapital,"266,200,000","421,200,000","273,000,000","337,200,000","398,600,000","335,500,000","390,300,000","371,200,000","566,400,000","523,900,000","313,700,000","334,100,000","366,800,000","412,700,000","445,800,000","301,600,000","396,700,000","364,400,000","278,300,000","249,100,000","234,100,000","274,800,000","135,300,000","146,500,000","181,200,000","229,800,000","140,600,000","78,800,000","54,800,000","21,300,000","18,200,000"
InvestedCapital,"2,218,700,000","2,370,300,000","2,371,000,000","2,049,900,000","2,031,300,000","1,784,000,000","1,338,000,000","1,281,000,000","1,384,500,000","1,354,800,000","1,396,200,000","1,394,600,000","1,436,200,000","1,597,100,000","1,562,900,000","1,419,700,000","1,505,200,000","1,485,800,000","1,423,300,000","1,394,000,000","1,340,700,000","1,219,400,000","599,100,000","433,300,000","412,300,000","478,800,000","415,500,000","235,500,000","209,800,000","202,600,000","214,400,000"
TangibleBookValue,"-526,100,000","-527,500,000","-1,045,700,000","-541,700,000","-408,900,000","-475,200,000","-99,900,000","111,000,000","-14,600,000","-68,900,000","61,500,000","-154,900,000","-308,200,000","-402,400,000","198,900,000","153,800,000","25,700,000","-107,300,000","-197,800,000","-264,900,000","-265,200,000","-524,700,000","-208,500,000","-140,200,000","-99,700,000","-87,400,000","34,700,000","81,700,000","119,600,000","-60,500,000","-69,700,000"
TotalDebt,"1,682,300,000","1,651,600,000","2,016,400,000","1,401,100,000","1,316,100,000","1,163,300,000","784,300,000","570,500,000","782,600,000","795,000,000","631,700,000","810,100,000","999,500,000","1,117,800,000","481,200,000","393,500,000","630,600,000","757,600,000","829,400,000","887,800,000","862,800,000","950,000,000","372,500,000","221,300,000","225,300,000","272,500,000","247,300,000","92,500,000","33,900,000","202,700,000","218,600,000"
NetDebt,"1,504,900,000","1,632,800,000","1,982,500,000","1,280,600,000","1,266,000,000","1,091,900,000","695,000,000","440,700,000","650,700,000","664,100,000","542,600,000","738,500,000","914,800,000","1,049,900,000","433,100,000","313,300,000","515,000,000","601,700,000","729,700,000","869,100,000","829,800,000","919,700,000","361,900,000","208,300,000","214,700,000","265,500,000","236,600,000","90,200,000","33,000,000","199,800,000","217,500,000"
ShareIssued,"68,200,000","68,200,000","68,100,000","68,100,000","68,100,000","68,100,000","68,100,000","68,100,000","68,100,000","68,300,000","68,600,000","68,600,000","68,600,000","64,100,000","66,600,000","67,800,000","65,600,000","64,000,000","60,200,000","57,400,000","55,800,000","36,800,000","36,612,000","37,352,000","37,150,000","37,388,000","37,334,000","37,316,000","41,912,000","41,800,000","41,800,000"
OrdinarySharesNumber,"55,800,000","55,800,000","55,300,000","58,100,000","60,300,000","61,400,000","60,700,000","62,000,000","61,300,000","60,800,000","66,800,000","66,200,000","65,200,000","64,100,000","66,600,000","67,800,000","65,600,000","64,000,000","60,200,000","57,400,000","55,800,000","36,800,000","36,612,000","37,352,000","37,150,000","37,388,000","37,334,000","37,316,000","41,912,000","41,800,000","41,800,000"
TreasurySharesNumber,"12,400,000","12,400,000","12,800,000","10,000,000","7,800,000","6,700,000","7,400,000","6,100,000","6,800,000","7,500,000","1,800,000","2,400,000","3,400,000",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Margin,0.141664246,0.132129278,0.124690246,0.16240869,0.144176863,0.121498425,0.127019322,0.114077756,0.08846113,0.106887188,0.128379885,0.087601464,0.032866054,0.097465005,0.09706722,0.084539737,0.129103489,0.135437935,0.141429058,0.114092808,0.099132801,0.099253777,0.10197664,0.113898757,0.063838276,0.091157205,0.097641432,0.09527897,0.103197674,0.096624581,0.087614155
Net Margin,0.141664246,0.132129278,0.124690246,0.16240869,0.144176863,0.121498425,0.127019322,0.114077756,0.08846113,0.106887188,0.128379885,0.087601464,0.032866054,0.097465005,0.09706722,0.084539737,0.129103489,0.135437935,0.141429058,0.114092808,0.099132801,0.099253777,0.10197664,0.113898757,0.063838276,0.091157205,0.097641432,0.09527897,0.103197674,0.096624581,0.087614155
Return On Equity,0.555651176,0.641018506,0.17963903,0.336467324,0.440855705,0.257451265,0.300704353,0.226741731,0.176939691,0.299928546,0.266971877,0.262275449,-0.024959927,0.236595034,0.122677267,0.098031573,0.115367025,0.142543257,0.138912275,0.030620308,0.15296087,0.14256711,0.089873731,0.101464166,-0.006862476,0.065432742,0.136147444,0.054545455,0.088686754,-17,1.642857143
Current Ratio,1.280092593,1.678807413,1.445568794,1.619283747,1.672062047,1.547219051,1.716541215,1.728128678,2.306273063,2.118011097,1.433347147,1.441464059,1.540923168,1.703545857,1.898428053,1.620320856,1.914898524,1.817406909,1.615980522,1.559649517,1.57125427,1.748977923,1.583441138,2.051687006,2.635379061,2.924623116,2.281677302,2.214175655,1.899835796,1.240950226,1.197396963
Quick ratio,0.625736532,0.808058018,0.659866166,0.870890725,0.916371607,0.882400913,1.009546539,1.090819929,1.349400369,1.29214682,0.875811576,0.835095137,0.927591801,1.011592226,1.07376058,0.952077334,1.245848708,1.198070884,1.020362992,0.731970344,0.820888238,0.89533933,0.81716257,1.0028715,1.292418773,1.718592965,1.30993619,1.032357473,0.91954023,0.602941176,0.567245119
ROC,0.201120122,0.216116473,0.062093013,0.119415358,0.144168699,0.106596526,0.144810655,0.155255269,0.109615601,0.11357455,0.173265578,0.139429801,0.044353154,0.105678855,0.10435818,0.089589702,0.110819426,0.104468973,0.10846624,0.085824964,0.082055717,0.070451446,0.087712519,0.100818867,0.048846676,0.062819082,0.085487365,0.113121019,0.121830315,0.111056269,0.085914179
D/E ratio,2.164603784,2.283738938,5.607341491,2.117424815,1.792319216,1.837466435,1.382757405,0.802955665,1.300215983,1.420150054,0.826291694,1.385970915,2.288756583,2.332151054,0.44485532,0.383453518,0.721015321,1.040373524,1.396531403,1.753852232,1.805398619,2.143018272,0.922257985,0.568456203,0.618446335,0.710375391,1.470273484,0.646853147,0.192723138,-2027,-52.04761905
EPS,5.680351906,6.755131965,0.935389134,3.205580029,4.629955947,2.346549192,2.444933921,2.365638767,1.563876652,2.458272328,2.975218659,2.234693878,-0.158892128,1.769110764,1.992492492,1.483775811,1.538109756,1.621875,1.370431894,0.270034843,1.310035842,1.717391304,0.991478204,1.057506961,-0.067294751,0.671338397,0.613381904,0.209025619,0.372208437,0.040669856,-0.16507177