name,ttm,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986
TotalRevenue,"458,704,000","458,704,000","468,186,000","454,272,000","355,047,000","312,113,000","289,382,000","298,634,000","381,021,000","366,190,000","304,429,000","229,620,000","209,329,000","237,538,000","216,662,000","193,771,000","189,796,000","150,855,000","124,863,000","100,671,400","87,016,500","77,979,700","69,211,700","67,000,000","67,700,000","48,600,000","55,400,000","45,100,000","45,500,000","38,700,000","29,300,000","22,300,000","19,000,000","17,900,000","18,900,000","15,900,000"
	OperatingRevenue,"458,704,000","458,704,000","468,186,000","454,272,000","355,047,000","312,113,000","289,382,000","298,634,000","381,021,000","366,190,000","304,429,000","229,620,000","209,329,000","237,538,000","216,662,000","193,771,000","189,796,000","150,855,000","124,863,000","100,671,400","87,016,500","77,979,700","69,211,700","67,000,000","67,700,000","48,600,000","55,400,000","45,100,000","45,500,000","38,700,000","29,300,000","22,300,000","19,000,000","17,900,000","18,900,000","15,900,000"
CostOfRevenue,"286,114,000","286,114,000","290,832,000","271,641,000","207,655,000","183,825,000","177,480,000","184,138,000","209,674,000","205,065,000","181,361,000","140,538,000","148,903,000","136,407,000","120,932,000","111,413,000","104,117,000","78,597,000","65,989,000","56,795,800","45,196,400","38,457,200","32,734,100","36,800,000","37,600,000","26,000,000","27,300,000","21,900,000","20,900,000","17,800,000","14,300,000","12,700,000","10,100,000","10,200,000","10,700,000","9,000,000"
GrossProfit,"172,590,000","172,590,000","177,354,000","182,631,000","147,392,000","128,288,000","111,902,000","114,496,000","171,347,000","161,125,000","123,068,000","89,082,000","60,426,000","101,131,000","95,730,000","82,358,000","85,679,000","72,258,000","58,874,000","43,875,600","41,820,100","39,522,500","36,477,600","30,200,000","30,100,000","22,600,000","28,100,000","23,200,000","24,600,000","20,900,000","15,000,000","9,600,000","8,900,000","7,700,000","8,200,000","6,900,000"
OperatingExpense,"154,339,000","154,339,000","151,133,000","143,610,000","120,598,000","107,748,000","100,378,000","107,786,000","115,612,000","101,802,000","83,842,000","69,891,000","66,755,000","64,987,000","59,717,000","53,142,000","53,412,000","47,300,000","42,332,000","31,996,100","31,452,700","30,694,300","29,499,400","26,100,000","25,300,000","19,100,000","22,100,000","19,700,000","20,500,000","17,100,000","13,200,000","9,900,000","6,800,000","6,000,000","5,500,000","4,900,000"
	SellingGeneralAndAdministration,"128,029,000","128,029,000","127,063,000","117,182,000","94,522,000","86,450,000","81,570,000","86,580,000","93,968,000","81,052,000","65,801,000","57,256,000","56,125,000","64,987,000","59,717,000","53,142,000","53,412,000","47,300,000","42,332,000","31,996,100","32,214,600","27,745,100","26,284,600","23,000,000","22,600,000","16,800,000","18,700,000","16,200,000","17,000,000","13,900,000","10,300,000","8,500,000","5,800,000","5,300,000","4,900,000","4,400,000"
		GeneralAndAdministrativeExpense,"48,828,000","48,828,000","46,593,000","42,981,000","37,660,000","32,128,000","28,516,000","27,057,000","33,536,000","29,715,000","42,483,000","34,842,000","34,066,000",,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"48,828,000","48,828,000","46,593,000","42,981,000","37,660,000","32,128,000","28,516,000","27,057,000","33,536,000","29,715,000","42,483,000","34,842,000","34,066,000",,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"79,201,000","79,201,000","80,470,000","74,201,000","56,862,000","54,322,000","53,054,000","59,523,000","60,432,000","51,337,000","23,318,000","22,414,000","22,059,000",,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"26,310,000","26,310,000","24,070,000","26,428,000","26,076,000","21,298,000","18,808,000","21,206,000","21,644,000","20,750,000","18,041,000","12,635,000","10,630,000",,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,"2,949,200","3,214,800","3,100,000","2,700,000","2,300,000","3,400,000","3,500,000","3,500,000","3,200,000","2,900,000","1,400,000","1,000,000","700,000","600,000","500,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,"2,949,200","3,214,800","3,100,000","2,700,000","2,300,000","3,400,000","3,500,000","3,500,000","3,200,000","2,900,000","1,400,000","1,000,000","700,000","600,000","500,000"
	OtherOperatingExpenses,"153,622,000","153,622,000",,,,,,,,,,,,,,,,,,,"-761,900",,,,,,,,,,,,,,,
OperatingIncome,"18,251,000","18,251,000","26,221,000","39,021,000","26,794,000","20,540,000","11,524,000","6,710,000","55,735,000","59,323,000","39,226,000","19,191,000","-6,329,000","36,144,000","36,013,000","29,216,000","32,267,000","24,958,000","16,542,000","11,879,500","10,367,400","8,828,200","6,978,200","4,100,000","4,800,000","3,500,000","6,000,000","3,500,000","4,100,000","3,800,000","1,800,000","-300,000","2,100,000","1,700,000","2,700,000","2,000,000"
NetNonOperatingInterestIncomeExpense,"-5,178,000","-5,178,000","-7,209,000","-4,024,000","-1,941,000","-1,623,000","-2,562,000","-3,066,000","-1,901,000","-2,466,000","-3,457,000","-3,017,000","-3,209,000",,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"89,000","89,000","182,000","174,000","41,000","7,000",,"19,000","1,000","1,000","112,000","0","44,000",,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"4,944,000","4,944,000","6,708,000","3,568,000","1,607,000","1,343,000","2,136,000","2,435,000","1,555,000","1,740,000","3,569,000","3,017,000","3,253,000",,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"323,000","323,000","683,000","630,000","375,000","287,000","426,000","650,000","347,000","727,000",,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"5,374,000","5,374,000","-149,000","-1,401,000","-82,000","-37,000","-135,000","-322,000","-167,000","-598,000","-546,000","0","0","0","0","30,000","0","0","0","0","761,900","0","-89,000","1,100,000",,"0","0","-1,100,000","0","100,000","0","0","200,000","500,000","400,000","200,000"
	GainOnSaleOfSecurity,,,,"-1,401,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"717,000","717,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SecuritiesAmortization,,,"149,000","395,000","82,000","37,000","135,000","322,000","167,000","598,000",,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"4,657,000","4,657,000",,,,,,,"0","0","-546,000",,,,,,,,,,"761,900",,"-89,000","1,100,000",,,,"-1,100,000",,,,,"200,000","500,000","400,000","200,000"
		RestructuringAndMergernAcquisition,"-4,657,000","-4,657,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,"-4,657,000","-4,657,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"18,447,000","18,447,000","19,012,000","33,596,000","24,853,000","18,917,000","8,962,000","3,644,000","53,834,000","56,852,000","35,223,000","16,174,000","-9,538,000","32,173,000","30,526,000","26,552,000","30,939,000","23,733,000","16,182,000","11,278,100","9,023,300","7,185,300","5,222,500","3,200,000","3,300,000","2,600,000","5,000,000","1,500,000","3,300,000","3,000,000","500,000","-1,000,000","2,100,000","2,100,000","2,800,000","1,900,000"
TaxProvision,"3,080,000","3,080,000","5,202,000","9,145,000","4,443,000","5,540,000","2,009,000","-451,000","18,916,000","20,026,000","13,155,000","5,190,000","-3,749,000","12,154,000","11,798,000","11,074,000","11,937,000","9,256,000","5,919,000","4,229,300","3,383,700","2,874,100","1,987,000","1,100,000","1,300,000","1,000,000","1,900,000","300,000","1,100,000","1,100,000","200,000","-100,000","800,000","700,000","1,200,000","900,000"
EarningsFromEquityInterestNetOfTax,"-125,000","-125,000","-209,000","-389,000","-49,000","-353,000","-636,000","-29,000","-986,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"15,242,000","15,242,000","13,601,000","24,195,000","20,274,000","12,788,000","6,591,000","4,841,000","34,449,000","36,867,000","22,068,000","10,984,000","-5,789,000","20,019,000","18,728,000","15,448,000","19,002,000","14,477,000","10,263,000","7,048,800","5,639,600","4,311,200","3,235,500","2,100,000","2,000,000","1,600,000","3,100,000","1,200,000","2,200,000","1,900,000","300,000","-900,000","1,400,000","1,400,000","1,600,000","1,000,000"
	NetIncome,"15,242,000","15,242,000","13,601,000","24,195,000","20,274,000","12,788,000","6,591,000","4,841,000","34,449,000","36,867,000","22,068,000","10,984,000","-5,789,000","20,019,000","18,728,000","15,448,000","19,002,000","14,477,000","10,263,000","7,048,800","5,639,600","4,311,200","3,235,500","2,100,000","2,000,000","1,600,000","3,100,000","1,200,000","2,200,000","1,900,000","300,000","-900,000","1,400,000","1,400,000","1,600,000","1,000,000"
		NetIncomeIncludingNoncontrollingInterests,"15,242,000","15,242,000","13,601,000","24,062,000","20,361,000","13,024,000","6,317,000","4,066,000","33,932,000","36,826,000","22,068,000","10,984,000","-5,789,000","20,019,000","18,728,000","15,448,000","19,002,000","14,477,000","10,263,000","7,048,800","5,639,600","4,311,200","3,235,500","2,100,000","2,000,000","1,600,000","3,100,000","1,200,000","2,200,000","1,900,000","300,000","-900,000","1,400,000","1,400,000","1,600,000","1,000,000"
			NetIncomeContinuousOperations,"15,242,000","15,242,000","13,601,000","24,062,000","20,361,000","13,024,000","6,317,000","4,066,000","33,932,000","36,826,000","22,068,000","10,984,000","-5,789,000","20,019,000","18,728,000","15,448,000","19,002,000","14,477,000","10,263,000","7,048,800","5,639,600","4,311,200","3,235,500","2,100,000","2,000,000","1,600,000","3,100,000","1,200,000","2,200,000","1,900,000","300,000","-900,000","1,300,000","1,400,000","1,600,000","1,000,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000",,,
		MinorityInterests,"0","0","0","133,000","-87,000","-236,000","274,000","775,000","517,000","41,000",,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"15,242,000","15,242,000","13,601,000","24,195,000","20,274,000","12,788,000","6,591,000","4,841,000","34,449,000","36,867,000","22,068,000","10,984,000","-5,789,000","20,019,000","18,728,000","15,448,000","19,002,000","14,477,000","10,263,000","7,048,800","5,639,600","4,311,200","3,235,500","2,100,000","2,000,000","1,600,000","3,100,000","1,200,000","2,200,000","1,900,000","300,000","-900,000","1,400,000","1,400,000","1,600,000","1,000,000"
BasicEPS,,"0.52","0.47","0.83","0.7","0.44","0.23","0.17","1.22","1.32","0.8","0.4","-0.21","0.75","0.71","0.6","0.78","0.604","0.435","0.305","0.247","0.182","0.135","0.088","0.084","0.067","0.127","0.054","0.101","0.085","0.016","-0.039","0.063","0.063","0.074","0.048"
DilutedEPS,,"0.51","0.46","0.81","0.68","0.44","0.23","0.17","1.19","1.28","0.79","0.4","-0.21","0.73","0.68","0.57","0.735","0.566","0.413","0.29","0.238","0.18","0.135","0.088","0.084","0.067","0.127","0.054","0.101","0.085","0.016","-0.039","0.063","0.063","0.074","0.048"
BasicAverageShares,,"29,450,000","29,030,000","29,326,000","29,100,000","28,859,000","28,673,000","28,436,000","28,301,000","27,914,000","27,559,000","27,385,000","27,120,000","26,638,000","26,307,019","25,933,650","24,343,570","23,950,595","23,496,220","23,120,225","22,946,930","23,671,071","23,961,167","24,224,440","24,274,570","23,936,310","24,648,606","22,303,174","21,706,742","22,330,611","18,443,379","23,202,454","22,377,444","22,377,444","21,673,169","21,031,379"
DilutedAverageShares,,"29,993,000","29,656,000","30,048,000","29,703,000","29,394,000","29,237,000","28,912,000","28,899,000","28,756,000","27,875,000","27,652,000","27,120,000","27,469,000","27,436,105","27,186,369","25,758,096","25,555,961","24,837,387","24,244,153","23,655,008","24,063,619","23,961,167","24,224,440","24,274,570","23,936,310","24,648,606","22,303,174","21,706,742","22,330,611","18,443,379","23,202,454","22,377,444","22,377,444","21,673,169","21,031,379"
TotalOperatingIncomeAsReported,"22,908,000","22,908,000","26,221,000","39,021,000","26,794,000","20,540,000","11,524,000","6,710,000","55,735,000","59,323,000","39,226,000","19,191,000","-6,329,000","36,144,000","36,013,000","29,216,000","32,267,000","24,958,000","16,542,000","11,879,500","10,367,400","8,828,200","6,978,200","4,100,000","4,800,000","3,500,000","6,000,000","3,500,000","4,100,000","3,800,000","1,800,000","-300,000","2,100,000","1,700,000","2,700,000","2,000,000"
TotalExpenses,"440,453,000","440,453,000","441,965,000","415,251,000","328,253,000","291,573,000","277,858,000","291,924,000","325,286,000","306,867,000","265,203,000","210,429,000","215,658,000","201,394,000","180,649,000","164,555,000","157,529,000","125,897,000","108,321,000","88,791,900","76,649,100","69,151,500","62,233,500","62,900,000","62,900,000","45,100,000","49,400,000","41,600,000","41,400,000","34,900,000","27,500,000","22,600,000","16,900,000","16,200,000","16,200,000","13,900,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"15,242,000","15,242,000","13,601,000","24,195,000","20,274,000","12,788,000","6,591,000","4,841,000","34,449,000","36,867,000","22,068,000","10,984,000","-5,789,000","20,019,000","18,728,000","15,448,000","19,002,000","14,477,000","10,263,000","7,048,800","5,639,600","4,311,200","3,235,500","2,100,000","2,000,000","1,600,000","3,100,000","1,200,000","2,200,000","1,900,000","300,000","-900,000","1,400,000","1,400,000","1,600,000","1,000,000"
NormalizedIncome,"11,362,719","11,362,719","13,601,000","25,214,928","20,274,000","12,788,000","6,591,000","4,841,000","34,449,000","36,867,000","22,410,081.254","10,984,000","-5,789,000","20,019,000","18,728,000","15,448,000","19,002,000","14,477,000","10,263,000","7,048,800","5,163,409.334","4,311,200","3,290,638.248","1,378,125","2,000,000","1,600,000","3,100,000","2,080,000","2,200,000","1,900,000","300,000","-900,000","1,176,190.476","1,066,666.667","1,360,000","880,000"
InterestIncome,"89,000","89,000","182,000","174,000","41,000","7,000",,"19,000","1,000","1,000","112,000","0","44,000","75,000","214,000","30,000","392,000","85,000","626,000","371,400","18,900","38,600",,,,,,,,,,,,,,
InterestExpense,"4,944,000","4,944,000","6,708,000","3,568,000","1,607,000","1,343,000","2,136,000","2,435,000","1,555,000","1,740,000","3,569,000","3,017,000","3,253,000",,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-5,178,000","-5,178,000","-7,209,000","-4,024,000","-1,941,000","-1,623,000","-2,562,000","-3,066,000","-1,901,000","-2,466,000","-3,457,000","-3,017,000","-3,209,000",,,,,,,,,,,,,,,,,,,,,,,
EBIT,"23,391,000","23,391,000","25,720,000","37,164,000","26,460,000","20,260,000","11,098,000","6,079,000","55,389,000","58,592,000","38,792,000","19,191,000","-6,285,000","36,144,000","36,013,000","29,216,000","32,267,000","24,958,000","16,542,000","11,879,500","10,367,400","8,828,200","6,978,200","4,100,000","4,800,000","3,500,000","6,000,000","3,500,000","4,100,000","3,800,000","1,800,000","-300,000","2,100,000","1,700,000","2,700,000","2,000,000"
EBITDA,"43,293,000"
ReconciledCostOfRevenue,"286,114,000","286,114,000","290,832,000","271,641,000","207,655,000","183,825,000","177,480,000","184,138,000","209,674,000","205,065,000","181,361,000","140,538,000","148,903,000","136,407,000","120,932,000","111,413,000","104,117,000","78,597,000","65,989,000","56,795,800","45,196,400","38,457,200","32,734,100","36,800,000","37,600,000","26,000,000","27,300,000","21,900,000","20,900,000","17,800,000","14,300,000","12,700,000","10,100,000","10,200,000","10,700,000","9,000,000"
ReconciledDepreciation,"19,902,000","19,902,000","18,643,000","18,891,000","16,959,000","16,327,000","16,474,000","16,332,000","14,845,000","13,487,000","13,546,000","14,381,000","13,487,000","11,613,000","10,088,000","6,674,000","7,016,000","5,800,000","4,053,000","2,337,400","2,143,800","2,949,200","3,214,800","3,100,000","2,700,000","2,300,000","3,400,000","3,500,000","3,500,000","3,200,000","2,900,000","1,400,000","1,000,000","700,000","600,000","500,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"15,242,000","15,242,000","13,601,000","24,195,000","20,274,000","12,788,000","6,591,000","4,841,000","34,449,000","36,867,000","22,068,000","10,984,000","-5,789,000","20,019,000","18,728,000","15,448,000","19,002,000","14,477,000","10,263,000","7,048,800","5,639,600","4,311,200","3,235,500","2,100,000","2,000,000","1,600,000","3,100,000","1,200,000","2,200,000","1,900,000","300,000","-900,000","1,300,000","1,400,000","1,600,000","1,000,000"
TotalUnusualItemsExcludingGoodwill,"4,657,000","4,657,000",,"-1,401,000",,,,,"0","0","-546,000",,,,,,,,,,"761,900",,"-89,000","1,100,000",,,,"-1,100,000",,,,,"200,000","500,000","400,000","200,000"
TotalUnusualItems,"4,657,000","4,657,000",,"-1,401,000",,,,,"0","0","-546,000",,,,,,,,,,"761,900",,"-89,000","1,100,000",,,,"-1,100,000",,,,,"200,000","500,000","400,000","200,000"
NormalizedEBITDA,"38,636,000","38,636,000","44,363,000","57,456,000","43,419,000","36,587,000","27,572,000","22,411,000","70,234,000","72,079,000","52,884,000","33,572,000","7,202,000","47,757,000","46,101,000","35,890,000","39,283,000","30,758,000","20,595,000","14,216,900","11,749,300","11,777,400","10,282,000","6,100,000","7,500,000","5,800,000","9,400,000","8,100,000","7,600,000","7,000,000","4,700,000","1,100,000","2,900,000","1,900,000","2,900,000","2,300,000"
TaxRateForCalcs,"0.167","0.167","0.274","0.272","0.18","0.293","0.224","0.35","0.351","0.352","0.373","0.321","0.393","0.378","0.386","0.4","0.386","0.39","0.366","0.375","0.375","0.4","0.38","0.344","0.394","0.385","0.38","0.2","0.333","0.367","0.4","0.1","0.381","0.333","0.4","0.4"
TaxEffectOfUnusualItems,"777,719","777,719","0","-381,072","0","0","0","0","0","0","-203,918.746","0","0","0","0","0","0","0","0","0","285,709.334","0","-33,861.752","378,125","0","0","0","-220,000","0","0","0","0","76,190.476","166,666.667","160,000","80,000"